融资主体,count
包头市科锐微磁新材料有限责任公司,2
广东利元亨智能装备股份有限公司,2
吉林省中研高分子材料股份有限公司,2
博睿康科技（常州）股份有限公司,2
安徽容知日新科技股份有限公司,2
上海环世物流（集团）有限公司,2
上海恒润数字科技集团股份有限公司,2
安徽鑫铂铝业股份有限公司,2
上海歌晨信息技术有限公司,2
南京盛航海运股份有限公司,2
泰州亿腾景昂药业股份有限公司,2
上海雅澳供应链管理有限公司,2
万凯新材料股份有限公司,2
杭州惠合信息科技有限公司,2
杭州术创机器人有限公司,2
合富（中国）医疗科技股份有限公司,2
北京一径科技有限公司,2
透彻影像（北京）科技有限公司,2
北京证鸿科技有限公司,2
南京燧坤智能科技有限公司,2
晋大纳米科技（厦门）有限公司,2
湖北生物医药产业技术研究院有限公司,2
厦门赛诺邦格生物科技股份有限公司,2
埃洛克航空科技（北京）有限公司,2
北京鑫互联科技有限公司,2
苏州奇梦者科技有限公司,2
影石创新科技股份有限公司,2
杭州岸达科技有限公司,2
千寻位置网络有限公司,2
若尔盖青藏文旅文化发展有限公司,2
上海谷森医药有限公司,2
南京艾美斐生物医药科技有限公司,2
深圳元戎启行科技有限公司,2
杭州才云科技有限公司,2
辽宁何氏眼科医院集团股份有限公司,2
东科半导体（安徽）股份有限公司,2
安徽省通源环境节能股份有限公司,2
上海泽学教育科技有限公司,2
重庆博茂餐饮（集团）有限公司,2
深圳市商德先进陶瓷股份有限公司,2
元道通信股份有限公司,2
福建海创光电技术股份有限公司,2
国邦医药集团股份有限公司,2
皓剧坊（天津）文化传播有限公司,2
中国航发南方工业有限公司,2
天津国安盟固利新材料科技股份有限公司,2
苏州诺菲纳米科技有限公司,2
广州市钱大妈农产品有限公司,2
杭州国雅口腔医院有限公司,2
实朴检测技术（上海）股份有限公司,2
宸芯科技股份有限公司,2
合肥登登立科技有限公司,2
山东力诺特种玻璃股份有限公司,2
宁波德昌电机股份有限公司,2
江苏康众数字医疗科技股份有限公司,2
杭州默安科技有限公司,2
江苏保易制药有限公司,2
四川易冲科技有限公司,2
北京云玺技术有限公司,2
长沙智能驾驶研究院有限公司,2
无锡电鲸互动科技有限公司,2
上海吉凯基因医学科技股份有限公司,2
广州快兔物流科技有限公司,2
航天恒星科技有限公司,2
浙江禾川科技股份有限公司,2
中国航发动力股份有限公司,2
北京华脉泰科医疗器械股份有限公司,2
上海饰的网络科技有限公司,2
锦航能源科技（天津）有限公司,2
武汉联特科技股份有限公司,2
中国船舶工业股份有限公司,2
北京爱选信息科技有限公司,2
凌云光技术股份有限公司,2
广东博迈医疗科技股份有限公司,2
河南平原智能装备股份有限公司,2
常州朗合医疗器械有限公司,2
苏州希盟科技股份有限公司,2
南京图格医疗科技有限公司,2
江苏吉家宠物用品有限公司,2
深圳中正信息科技有限公司,2
深圳市杉岩数据技术有限公司,2
西安中核核仪器股份有限公司,2
南京新格视讯信息科技有限公司,2
杭州汇健科技有限公司,2
无锡沃格自动化科技股份有限公司,2
珠海清维智能科技有限公司,2
龙腾半导体股份有限公司,2
珠海港股份有限公司,2
佐大狮科技（上海）有限公司,2
航天氢能有限公司,2
西安点云生物科技有限公司,2
杭州派迩信息技术有限公司,2
燃塑科技（北京）有限公司,2
百奥泰生物制药股份有限公司,2
上海影创信息科技有限公司,2
宏晶微电子科技股份有限公司,2
昆山国力电子科技股份有限公司,2
沃时派客（上海）包装科技有限公司,2
广州达蒙安防科技有限公司,2
成都云科新能汽车技术有限公司,2
上海逸思医疗科技股份有限公司,2
苏州中天医疗器械科技有限公司,2
深圳至秦仪器有限公司,2
成都思多科医疗科技有限公司,2
江苏知原药业股份有限公司,2
中科检测技术服务（广州）股份有限公司,2
中国航发沈阳黎明航空发动机有限责任公司,2
深圳市优圣康生物科技有限公司,2
万和证券股份有限公司,2
深圳融安网络科技有限公司,2
上海奥浦迈生物科技股份有限公司,2
凤阳硅谷智能有限公司,2
上海迦美信芯通讯技术有限公司,2
成都艾科斯伦医疗科技有限公司,2
深圳素士科技股份有限公司,2
珠海高凌信息科技股份有限公司,2
广州有好戏网络科技有限公司,2
苏州鲜橙科技有限公司,2
北京科华微电子材料有限公司,2
苏州华明道康生物医药有限公司,2
北京一笔两划科技有限公司,2
佩蒂动物营养科技股份有限公司,2
深圳市飞荣达科技股份有限公司,2
南京贝登医疗股份有限公司,2
杭州邻汇网络科技有限公司,2
南通联亚药业股份有限公司,2
深圳市品道餐饮管理有限公司,2
武汉华康世纪医疗股份有限公司,2
国网信息通信股份有限公司,2
卓郎智能机械有限公司,2
成都赫尔墨斯科技股份有限公司,2
上海礼友信息技术服务有限公司,2
华志微创医疗科技（北京）有限公司,2
国网英大股份有限公司,2
上海嘉岩供应链管理股份有限公司,2
深圳市灵云智服科技有限公司,2
上海多知互联网科技有限公司,2
北京中科润宇环保科技股份有限公司,2
杭州听物科技有限公司,2
湖南茶悦文化产业发展集团有限公司,2
江苏隆达超合金股份有限公司,2
光景生物科技（苏州）有限公司,2
芯原微电子（上海）股份有限公司,2
弘扬软件股份有限公司,2
北京橡鑫生物科技有限公司,2
合肥锐联传热技术有限公司,2
沛嘉医疗有限公司,2
浙江博蓝特半导体科技股份有限公司,2
福建麦凯智造婴童文化股份有限公司,2
上海宸安生物科技有限公司,2
乐森机器人（深圳）有限公司,2
苏州康宁杰瑞生物科技有限公司,2
深圳市科思科技股份有限公司,2
河南百川畅银环保能源股份有限公司,2
凯盛融英信息科技（上海）股份有限公司,2
苏州瑞可达连接系统股份有限公司,2
河北华发教育科技股份有限公司,2
湖南珂信健康产业集团有限公司,2
安徽巨一科技股份有限公司,2
江苏斯微特医药科技有限公司,2
南京博兰得电子科技有限公司,2
无锡市尚沃医疗电子股份有限公司,2
上海飞书深诺数字科技集团股份有限公司,2
江苏踏雪乌骓汽车咨询服务有限公司,2
陕西斯瑞新材料股份有限公司,2
北京磨豆儿食品有限责任公司,2
江苏帝奥微电子股份有限公司,2
协鑫能源科技股份有限公司,2
格林美股份有限公司,2
北京睿信丰科技有限公司,2
新励成教育科技股份有限公司,2
湖北益泰药业股份有限公司,2
双龙集团上海防爆电机盐城股份有限公司,2
海安橡胶集团股份公司,2
江西中德生物工程股份有限公司,2
中科星睿科技（北京）有限公司,2
北京摩售供应链管理有限公司,2
北京灵智优诺科技有限公司,2
北京墨云科技有限公司,2
杭州博岳生物技术有限公司,2
合肥微睿科技股份有限公司,2
惠州市凯越电子股份有限公司,2
宁波悦绘文化传播有限公司,2
广德天运新技术股份有限公司,2
四川东方水利智能装备工程股份有限公司,2
爱磁科技（宁波）有限公司,2
杭州湘靖网络科技有限公司,2
北京康乐卫士生物技术股份有限公司,2
中科航星科技股份有限公司,2
益思芯科技（上海）有限公司,2
深圳怡禾健康管理有限公司,2
北京拓维思科技有限公司,2
河南惠强新能源材料科技股份有限公司,2
北京致远慧图科技有限公司,2
上海纽酷信息科技有限公司,2
深圳上泰生物工程有限公司,2
贵阳市菜篮子集团有限公司,2
广州图匠数据科技有限公司,2
成都爱乐达航空制造股份有限公司,2
京东方科技集团股份有限公司,2
凯盛新能源股份有限公司,2
苏州宏元生物科技有限公司,2
福建金科信息技术股份有限公司,2
贵州山茶产业综合开发有限公司,2
零眸（上海）数据科技有限公司,2
北京力通通信有限公司,2
菲特（天津）检测技术有限公司,2
北京美联泰科生物技术有限公司,2
重庆博腾制药科技股份有限公司,2
贵州省贵福菌业发展有限公司,2
北京和华瑞博科技股份有限公司,2
遵义茶业（集团）有限公司,2
南京擎天全税通信息科技有限公司,2
杭州纽安津生物科技有限公司,2
北京友宝在线科技股份有限公司,2
南京济朗生物科技有限公司,2
山东数字人科技股份有限公司,2
杭州锘崴信息科技有限公司,2
江苏欧软信息科技有限公司,2
深圳数阔信息技术有限公司,2
北京华玉通软科技有限公司,2
上海礼邦医药科技有限公司,2
北京罗马金服科技有限公司,2
青海黄河上游水电开发有限责任公司,2
上海最会保网络科技有限公司,2
上海海知智能科技有限公司,2
上海网达软件股份有限公司,2
深圳市帝迈生物技术有限公司,2
北京蔷薇灵动科技有限公司,2
北京捷联微芯科技有限公司,2
苏州星明优健生物技术有限公司,2
福建纵腾网络有限公司,2
宁波精研新能源科技有限公司,2
武汉蔚能电池资产有限公司,2
江苏邦融微电子有限公司,2
北京外教易教育科技有限公司,2
上海西恩科技股份有限公司,2
苏州凡赛特材料科技有限公司,2
安徽南凯元机械有限公司,2
深圳市博铭维技术股份有限公司,2
深圳光子晶体科技有限公司,2
崧智智能科技（苏州）有限公司,2
江苏中恒宠物用品股份有限公司,2
杭州指令集智能科技有限公司,2
释普信息科技（上海）有限公司,2
香江科技股份有限公司,2
深圳市耀京科技有限公司,2
广州市儒兴科技股份有限公司,2
陕西佰美基因股份有限公司,2
跑象科技（北京）有限公司,2
苏州智核生物医药科技有限公司,2
东莞光亚智能科技有限公司,2
武汉元丰汽车电控系统股份有限公司,2
上海宠幸宠物用品有限公司,2
福建宁德智享无限科技有限公司,2
垦丰吉东种业有限公司,2
苏州天准科技股份有限公司,2
上海鑫谊麟禾科技有限公司,2
爱逸（厦门）食品科技有限公司,2
中芯集成电路（宁波）有限公司,2
杭州锐健医疗股份有限公司,2
西安凯立新材料股份有限公司,2
江苏品生医疗科技集团有限公司,2
北京灵汐科技有限公司,2
江苏鹍远生物科技股份有限公司,2
苏州苏大维格科技集团股份有限公司,2
浙江开浦科技有限公司,2
上海托普旺物流有限公司,2
武汉神龙天下医疗管理有限公司,2
海南易乐物联科技有限公司,2
国科量子通信网络有限公司,2
北京天科雅生物科技有限公司,2
万魔声学股份有限公司,2
福建正孚软件有限公司,2
山东青鸟软通信息技术股份有限公司,2
西安咏圣达电子科技有限公司,2
浙江数问生物技术有限公司,2
北京昭衍生物技术有限公司,2
节卡机器人股份有限公司,2
广东通力定造股份有限公司,2
北京潞晨科技有限公司,2
南方银谷科技有限公司,2
北京星油科技有限公司,2
美新半导体（天津）有限公司,2
苏州慧维智能医疗科技有限公司,2
国电南瑞科技股份有限公司,2
北京华卓精科科技股份有限公司,2
上海龙创汽车设计股份有限公司,2
深圳变美日记科技有限公司,2
深圳市威兆半导体股份有限公司,2
倍杰特集团股份有限公司,2
融硅思创（北京）科技有限公司,2
广州壹豆网络科技有限公司,2
一米信息服务（北京）有限公司,2
广州爱思迈生物医药科技有限公司,2
苏州捷研芯电子科技有限公司,2
讯飞医疗科技股份有限公司,2
深圳市梭芯智能有限公司,2
北京嘟嘟一下科技有限公司,2
山东舜丰生物科技有限公司,2
无锡红光微电子股份有限公司,2
深圳市菲森科技有限公司,2
南京市智凌芯科技股份有限公司,2
江苏鼎泰药物研究（集团）股份有限公司,2
武汉瀚海新酶生物科技有限公司,2
北京百度云途腾科技有限责任公司,2
杭州对数科技有限公司,2
零犀（北京）科技有限公司,2
杭州美创科技股份有限公司,2
合肥艾创微电子科技有限公司,2
杭州鲜沐科技有限公司,2
林州致远电子科技有限公司,2
瀚思安信（北京）软件技术有限公司,2
杭州葆元葆力生物医药科技有限公司,2
上海叠念信息科技有限公司,2
纳思达股份有限公司,2
杭州云霁科技有限公司,2
江苏斑马软件技术有限公司,2
北京多维视通技术有限公司,2
武汉优炜芯科技有限公司,2
阿基米德半导体（合肥）有限公司,2
西安领充创享新能源科技有限公司,2
北京云联万维技术有限公司,2
安徽均胜汽车安全系统控股有限公司,2
成都国星宇航科技股份有限公司,2
北京康美特科技股份有限公司,2
北京清辉联诺生物科技有限责任公司,2
合肥微晶材料科技有限公司,2
深圳市威视佰科科技有限公司,2
广东芯聚能半导体有限公司,2
爱科凯能科技（北京）股份有限公司,2
深圳丝路海扬科技有限公司,2
标新生物医药科技（上海）有限公司,2
杭州光粒科技有限公司,2
江苏亚太轻合金科技股份有限公司,2
清源泰硕（北京）生物医疗科技有限公司,2
北京黄小猪食品科技有限公司,2
正序（上海）生物科技有限公司,2
武汉智菱物联科技有限公司,2
香河昆仑新能源材料股份有限公司,2
南京诺令生物科技有限公司,2
绍兴梅奥心磁医疗科技有限公司,2
深圳后浪入海品牌管理有限公司,2
宁波九纵智能科技有限公司,2
创意信息技术股份有限公司,2
浙江邦盛科技股份有限公司,2
深圳中电港技术股份有限公司,2
南通克来凯盈智能装备有限公司,2
星光物语（北京）电子商务有限公司,2
杭州畅溪制药有限公司,2
中船汉光科技股份有限公司,2
爱睿思（厦门）科技有限公司,2
云路复合材料（上海）有限公司,2
北京百康芯生物科技有限公司,2
陕西聚泰新材料科技有限公司,2
深圳市云积分科技有限公司,2
贵州蔬菜集团有限公司,2
广东科隆威智能装备股份有限公司,2
北京航天驭星科技有限公司,2
昌郁医药（上海）有限公司,2
杭州南粟科技有限公司,2
互联网域名系统北京市工程研究中心有限公司,2
广东微电新能源有限公司,2
深圳智微电子科技有限公司,2
海朴精密材料（苏州）有限责任公司,2
北京马上赢网络科技有限公司,2
杭宸微电子（杭州）有限公司,2
毕节市农业发展集团有限公司,2
赛德雷特（珠海）航天科技有限公司,2
思纳福（苏州）生命科技有限公司,2
上海君赛生物科技有限公司,2
美新科技股份有限公司,2
四开花园网络科技（广州）有限公司,2
深圳市斯诺实业发展有限公司,2
中译语通科技股份有限公司,2
澎立生物医药技术（上海）股份有限公司,2
深流微智能科技（深圳）有限公司,2
普灵生物医药（深圳）有限公司,2
北京飞天云动科技有限公司,2
超目科技（北京）有限公司,2
上海纪擎信息技术有限公司,2
北京高思博乐教育科技股份有限公司,2
北京阿拉丁未来科技有限责任公司,2
上海道生物联技术有限公司,2
深圳市比昂芯科技有限公司,2
上海康碳复合材料科技有限公司,2
上海优也信息科技有限公司,2
深圳卡多希科技有限公司,2
上海孪数科技有限公司,2
上海汉图科技有限公司,2
北京凯谱乐科技有限公司,2
北京唯源立康生物科技股份有限公司,2
上海米硅科技有限公司,2
南京典格通信科技有限公司,2
隅田川（杭州）电子商务有限公司,2
贵州长通电气有限公司,2
奥动新能源汽车科技有限公司,2
中鼎联合牧业股份有限公司,2
厦门准者体育用品有限公司,2
深圳听研生物科技有限公司,2
常州赛乐医疗技术有限公司,2
北京谊慧信息技术有限公司,2
北京盈乐商科技发展有限公司,2
深圳艾欣达伟医药科技有限公司,2
平潭综合实验区嘉通市政管廊管理有限公司,2
深圳市瑞华制药技术有限公司,2
宝德计算机系统股份有限公司,2
四川元高分网络科技有限公司,2
深圳市十六进制科技有限公司,2
四川环龙新材料有限公司,2
江西挖挖网络科技有限公司,2
圣点世纪科技股份有限公司,2
前沿生物药业（南京）股份有限公司,2
蓝色地图（北京）科技有限公司,2
印象笔记（上海）科技有限公司,2
北京优炫软件股份有限公司,2
天津工匠派汽车科技有限公司,2
深圳市蜘蛛人智能科技有限公司,2
上海微云实业集团有限公司,2
上海赞思餐饮管理有限公司,2
暗物智能科技（广州）有限公司,2
深圳市携客互联科技有限公司,2
张家口原轼新型材料股份有限公司,2
元启（苏州）生物制药有限公司,2
南京镭芯光电有限公司,2
无锡拍字节科技有限公司,2
西咸新区大熊星座智能科技有限公司,2
武汉兴图新科电子股份有限公司,2
北京超材信息科技有限公司,2
南京蓝鲸人网络科技有限公司,2
北京旌准医疗科技有限公司,2
维眸生物科技（上海）有限公司,2
深圳市洲明科技股份有限公司,2
成都市重产龙锦新能源科技发展有限公司,2
西安中科微精光子科技股份有限公司,2
深圳华声医疗技术股份有限公司,2
杭州金羚羊企业管理咨询有限公司,2
北京安全共识科技有限公司,2
爱驰汽车有限公司,2
北京天智航医疗科技股份有限公司,2
北京国科环宇科技股份有限公司,2
深圳衡宇芯片科技有限公司,2
北京阅羊科技有限公司,2
宽凳（北京）科技有限公司,2
深圳市启玄科技有限公司,2
北京华顺信安科技有限公司,2
大象声科（深圳）科技有限公司,2
华润微电子有限公司,2
深圳埃格林医药有限公司,2
深圳市万事富科技有限公司,2
深圳慧能泰半导体科技有限公司,2
北京六方云科技有限公司,2
深圳唯修汇科技有限公司,2
合肥中科君达视界技术股份有限公司,2
广州远想生物科技股份有限公司,2
深圳市联得自动化装备股份有限公司,2
罗普特科技集团股份有限公司,2
西安唐晶量子科技有限公司,2
上海图聚智能科技股份有限公司,2
中国供销农产品集团有限公司,2
深圳珑璟光电科技有限公司,2
苏州泰吉诺新材料科技有限公司,2
上海药明奥测医疗科技有限公司,2
亘喜生物科技公司,2
山大地纬软件股份有限公司,2
南京丹诺健康科技有限公司,2
西安光谷防务技术股份有限公司,2
深圳瑞华泰薄膜科技股份有限公司,2
福建瑞泉护理服务有限公司,2
北京恩迪生物科技股份有限公司,2
中国南方航空股份有限公司,2
嘉兴市艾科诺生物科技有限公司,2
北京地平线机器人技术研发有限公司,2
深圳飞特尔科技有限公司,2
深圳无限数科技有限公司,2
凯龙高科技股份有限公司,2
360企业安全技术（北京）集团有限公司,2
深圳飞马机器人科技有限公司,2
北京清大科越股份有限公司,2
河南翔宇医疗设备股份有限公司,2
广东恒翼能科技股份有限公司,2
杭州脸脸会网络技术有限公司,2
北京九天行歌航天科技有限公司,2
北京一流科技有限公司,2
武汉艾米森生命科技有限公司,2
南京喜悦科技股份有限公司,2
深圳斯达领科网络科技有限公司,2
杭州微洱网络科技有限公司,2
慈兴集团有限公司,2
杭州长新投资管理有限公司,2
上海臻格生物技术有限公司,2
中航（成都）无人机系统股份有限公司,2
广州智伴人工智能科技有限公司,2
江苏长电科技股份有限公司,2
北京三快科技有限公司,2
广州橙行智动汽车科技有限公司,2
西安水泽动力科技有限公司,2
明济生物制药（北京）有限公司,2
创业黑马科技集团股份有限公司,2
创新新材料科技股份有限公司,2
苏州赛分科技股份有限公司,2
兰州裕隆气体股份有限公司,2
杭州舒彩网络科技有限公司,2
金锋馥（滁州）科技股份有限公司,2
上海摩象网络科技有限公司,2
鸿运华宁（杭州）生物医药有限公司,2
悠桦林信息科技（上海）有限公司,2
北京小鸟看看科技有限公司,2
智锐创想（北京）科技有限公司,2
百望股份有限公司,2
苏州宜联生物医药有限公司,2
上海森亿医疗科技有限公司,2
苏州创胜医药集团有限公司,2
杭州多禧生物科技有限公司,2
麦斯卓微电子（南京）有限公司,2
上海复旦微电子集团股份有限公司,2
江苏联瑞新材料股份有限公司,2
英彼森半导体（珠海）有限公司,2
北京千跃网络科技有限公司,2
洛阳建龙微纳新材料股份有限公司,2
贵阳永青仪电科技有限公司,2
深圳市橙子数字科技有限公司,2
珠海云麦科技有限公司,2
华卫恒源（北京）生物医药科技有限公司,2
平方和（北京）科技有限公司,2
广州茶里集团有限公司,2
北京江融信科技有限公司,2
武汉迈威通信股份有限公司,2
法奥意威（苏州）机器人系统有限公司,2
北京微名天下科技有限公司,2
地上铁租车（深圳）有限公司,2
上海臻敬实业有限公司,2
长沙壹饼壹城餐饮管理有限公司,2
长春百克生物科技股份公司,2
江西博恩锐尔生物科技有限公司,2
长沙三顿半咖啡有限公司,2
深圳市诚芯微科技股份有限公司,2
苏州工牛信息技术有限公司,2
上海骄成超声波技术股份有限公司,2
杭州晶华微电子股份有限公司,2
武汉飞恩微电子有限公司,2
有研半导体硅材料股份公司,2
上海京硅智能技术有限公司,2
北京贝壳友家科技有限公司,2
深圳刷新生物传感科技有限公司,2
深圳市加推科技有限公司,2
苏州帕诺米克生物医药科技有限公司,2
上海慧程工程技术服务有限公司,2
苏州明皜传感科技股份有限公司,2
龙利得智能科技股份有限公司,2
青岛三力本诺新材料股份有限公司,2
普方生物制药（苏州）有限公司,2
麦默真空技术无锡有限公司,2
圣诺医药有限公司,2
苏州楚博生物技术有限公司,2
北京天泽智云科技有限公司,2
上海箩筐信息科技有限公司,2
合肥新线通信科技有限公司,2
江苏江山聚源生物技术有限公司,2
苏州苏瑞膜纳米科技有限公司,2
建瓴半导体（深圳）有限公司,2
西安象德信息技术有限公司,2
北京顶上科技有限公司,2
尚品云智（北京）信息技术有限公司,2
上海花桥餐饮管理有限公司,2
北京中科睿医信息科技有限公司,2
南京星蝠科技有限公司,2
北京深势科技有限公司,2
霖鼎光学（上海）有限公司,2
上海万物有样餐饮管理有限公司,2
英矽智能科技（上海）有限公司,2
中国铁建重工集团股份有限公司,2
天津市极光创新智能科技有限公司,2
深圳飞骧科技股份有限公司,2
南京济群医药科技股份有限公司,2
江苏源清动力技术有限公司,2
固高科技股份有限公司,2
上海飞未信息技术有限公司,2
北京清航紫荆装备科技有限公司,2
上海蛮酷科技有限公司,2
杭州星云数字科技有限公司,2
安徽中电兴发与鑫龙科技股份有限公司,2
吉林省装库创意科技股份有限公司,2
成都艾伟孚生物科技有限公司,2
海南天辰网络科技有限公司,2
苏州迈艾木软件科技有限公司,2
京东物流股份有限公司,2
启光德健医药科技（苏州）有限公司,2
苏州博萃循环科技有限公司,2
杭州银河山田食品科技有限公司,2
北京昊唐科技有限公司,2
上海润尔健康管理有限公司,2
上海瀚讯信息技术股份有限公司,2
广州文远知行科技有限公司,2
武汉精测电子集团股份有限公司,2
北京荔枝与芒果科技有限公司,2
广州万物集工业互联网科技有限公司,2
杭州达辰网络科技有限公司,2
深圳康源久远生物技术有限公司,2
深圳市每开创新科技有限公司,2
康膝生物医疗（深圳）有限公司,2
睦星科技（北京）有限公司,2
星汉（广州）科技有限公司,2
武汉致众科技股份有限公司,2
能科科技股份有限公司,2
深圳市绚图新材科技有限公司,2
南京极盏生物科技有限公司,2
成都爱兴生物科技有限公司,2
深圳市博盛医疗科技有限公司,2
杭州飞步科技有限公司,2
北京智充科技有限公司,2
芜湖跃飞新型吸音材料股份有限公司,2
无锡飞谱电子信息技术有限公司,2
上海重盟信息技术有限公司,2
广州九恒条码股份有限公司,2
湖南融创微电子有限公司,2
深圳欧索教育科技有限公司,2
睿智医药科技股份有限公司,2
重庆越界影业股份有限公司,2
来未来科技（浙江）有限公司,2
恒安嘉新（北京）科技股份公司,2
深圳市佳音王科技股份有限公司,2
四川封面传媒科技有限责任公司,2
江苏嘉轩智能工业科技股份有限公司,2
南京征祥医药有限公司,2
乐享互动有限公司,2
诺初绿能（深圳）科技有限公司,2
航天智造科技股份有限公司,2
福建祥鑫新能源汽车配件制造有限公司,2
武汉锐晶激光芯片技术有限公司,2
北京众合焱朋科技有限责任公司,2
泰和新材集团股份有限公司,2
上海博斯腾网络科技有限公司,2
暴风集团股份有限公司,2
北京帮安迪信息科技股份有限公司,2
东莞市中科原子精密制造科技有限公司,2
深圳好电科技有限公司,2
北京漫动科技有限公司,2
上海文景能源科技有限公司,2
苏州镭昱半导体集团有限公司,2
北京微笑科技有限公司,2
苏州伯宇科技有限公司,2
云舟生物科技（广州）股份有限公司,2
江苏振江新能源装备股份有限公司,2
西安华新新能源股份有限公司,2
江苏上达半导体有限公司,2
苏州聚复科技股份有限公司,2
上海盛相工业检测科技有限公司,2
武汉芯必达微电子有限公司,2
浙江达仕科技有限公司,2
凯米生物医药（成都）有限公司,2
深圳钠博恩新材料有限公司,2
凝动医疗科技（深圳）有限公司,2
青岛国数信息科技有限公司,2
北京辰安科技股份有限公司,2
南京鼎华智能系统有限公司,2
气派科技股份有限公司,2
芯盟科技有限公司,2
九未实业（上海）有限公司,2
广州市和兴隆食品科技股份有限公司,2
北京韬联科技有限公司,2
福建扬腾创新信息科技有限公司,2
深圳市健网科技有限公司,2
无锡道尔奇拜恩电机有限公司,2
苏州深莓智能科技有限公司,2
江苏是为科技有限公司,2
浙江和泽医药科技股份有限公司,2
北京海德利森科技有限公司,2
北京领创医谷科技发展有限责任公司,2
青岛蓝皓生物技术有限公司,2
武汉吉事达科技股份有限公司,2
武汉博特智能科技有限公司,2
华源智信半导体（深圳）有限公司,2
湖南二零八先进科技有限公司,2
网是科技股份有限公司,2
安徽旭腾微电子设备有限公司,2
睿龙材料科技无锡有限公司,2
普莱柯生物工程股份有限公司,2
陕西石羊农业科技股份有限公司,2
百明信康生物技术（浙江）有限公司,2
逐点半导体（上海）股份有限公司,2
湖北思高科技发展有限公司,2
苏州复融生物技术有限公司,2
华虹半导体（无锡）有限公司,2
芯合电子（上海）有限公司,2
苏州恩易浦科技有限公司,2
宁波柯力传感科技股份有限公司,2
杭州科汀光学技术有限公司,2
海伯森技术（深圳）有限公司,2
北京清研智束科技有限公司,2
上海浦江特种气体有限公司,2
浙江陆特能源科技股份有限公司,2
上海图漾信息科技有限公司,2
广东高标智能科技股份有限公司,2
天津中合基因科技有限公司,2
陕西新智汇科技股份有限公司,2
南通创亿达新材料股份有限公司,2
嘉兴富瑞邦新材料科技有限公司,2
清能德创电气技术（北京）有限公司,2
北京高能时代环境技术股份有限公司,2
天津怡和生物科技有限责任公司,2
北京北科光大信息技术股份有限公司,2
安徽国科仪器产业发展有限公司,2
北京元育生物科技有限公司,2
深圳范思德科技有限公司,2
深圳福沃药业有限公司,2
广东鲜美种苗股份有限公司,2
芯瑞微（上海）电子科技有限公司,2
安徽芯塔电子科技有限公司,2
青岛清原作物科学有限公司,2
湖南国科锐承电子科技有限公司,2
桥跃智能科技（浙江）有限公司,2
江苏风日石英科技有限公司,2
江苏雷博微电子设备有限公司,2
北京乐啊科技有限公司,2
哈尔滨国铁科技集团股份有限公司,2
北京和气聚力教育科技有限公司,2
苏州含光微纳科技有限公司,2
微龛（广州）半导体有限公司,2
宁波江宸智能装备股份有限公司,2
上海超致半导体科技有限公司,2
深圳市圣驼储能技术有限公司,2
上海艾德韦宣股份有限公司,2
深圳北鲲云计算有限公司,2
河北坤天新能源股份有限公司,2
济南亿福莱网络科技有限公司,2
天津费曼动力科技有限公司,2
上海同创普润新材料有限公司,2
纳狮新材料有限公司,2
天津全和诚科技有限责任公司,2
北京新创未来科技股份有限公司,2
浙江泓芯半导体有限公司,2
特百佳动力科技股份有限公司,2
天津星丝奕生物科技有限公司,2
南京思元医疗技术有限公司,2
湖北匡通电子股份有限公司,2
君原电子科技（海宁）有限公司,2
苏州博格科技有限公司,2
新疆华奕新能源科技有限公司,2
天津众泰材料科技有限公司,2
多玛医药科技（苏州）有限公司,2
北京世纪云安新能源有限公司,2
中科意创（广州）科技有限公司,2
苏州焜原光电有限公司,2
芜湖楚睿智能科技有限公司,2
深圳市魔方卫星科技有限公司,2
浙江瀚为科技有限公司,2
苏州挚途科技有限公司,2
成都移花互动科技有限责任公司,2
湖北振华化学股份有限公司,2
东莞汇乐技术股份有限公司,2
辉芒微电子（深圳）股份有限公司,2
北京特纳飞电子技术有限公司,2
合肥小步智能科技有限公司,2
深圳市优网科技有限公司,2
深圳有哈科技有限公司,2
智己汽车科技有限公司,2
士泽生物医药（苏州）有限公司,2
安徽绿动能源有限公司,2
北京伟杰信生物科技有限公司,2
北京四月星空网络技术有限公司,2
北京创毅讯联科技股份有限公司,2
江苏奥卡冷却系统有限公司,2
苏州星核迪赛生物技术有限公司,2
山东亦度生物技术有限公司,2
苏州速迈医学科技股份有限公司,2
重庆清安能源有限公司,2
苏州长电新科投资有限公司,2
上海奇步天下信息技术有限公司,2
江苏红旗种业股份有限公司,2
上海微知卓生物科技有限公司,2
北京世纪金光半导体有限公司,2
湖南揽月机电科技有限公司,2
杭州碳硅智慧科技发展有限公司,2
常州汉森机械股份有限公司,2
上海安般信息科技有限公司,2
北京升科新能源科技有限公司,2
毕诺济（上海）生物技术有限公司,2
上海惠和化德生物科技有限公司,2
北京电旗通讯技术股份有限公司,2
苏州卓镱辉光电科技有限公司,2
西安图迹信息科技有限公司,2
成都中科四点零科技有限公司,2
杭州领信数科信息技术有限公司,2
天津市亚安科技有限公司,2
领氢科技（北京）有限公司,2
智仑超纯环氧树脂（西安）有限公司,2
北京旷视科技有限公司,2
水羊集团股份有限公司,2
中宏科创新能源科技（浙江）有限公司,2
江苏青昀新材料有限公司,2
徐州市云龙湖风景名胜区经营管理有限公司,2
北京淘氪科技有限公司,2
合肥倍豪海洋装备技术有限公司,2
北京中航通用科技有限公司,2
湃晟芯（苏州）科技有限公司,2
上海留成网信息技术股份有限公司,2
